Name,Location,Locality,City,Rating,Cost
Peter Cat,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.3,900
Kareem's,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.4,1300
The Bhoj Company,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,4.3,600
Refinery091,"Globsyn Crystals Building,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,1700
Wow! Momo,"Ultadanga, North Kolkata", North Kolkata,Kolkata,3.9,400
Wow! Momo,"Sealdah, North Kolkata", North Kolkata,Kolkata,3.7,400
Barbeque Nation,"Park Center Building,Park Street, Central Kolkata", Central Kolkata,Kolkata,4.5,1500
Zaranj,"New Market, Central Kolkata", Central Kolkata,Kolkata,4.3,3400
The 2nd Story Cafe And Lounge,"Salt Lake, East Kolkata", East Kolkata,Kolkata,5.0,1100
Pa Pa Ya,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.7,2100
Plush 28,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,1400
East India Room,"Kankurgachhi, East Kolkata", East Kolkata,Kolkata,4.2,1100
Kareem's,"PS Srijan Corporate Park,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,1400
Icy Fusion,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.5,300
Soul Cafe,"E.M Bypass, East Kolkata", East Kolkata,Kolkata,4.6,800
Zobet,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.3,1000
Ayan Fast Food Center,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,5.0,300
Kouzina Marine,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,1300
Level Seven,"Topsia, East Kolkata", East Kolkata,Kolkata,4.1,1800
Kankurgachi Dhaba,"Kankurgachhi, East Kolkata", East Kolkata,Kolkata,2.4,400
Little Roti,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.1,500
Kouzina Mining Co.,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,1600
C.I.T. Cafe,"Entally, Central Kolkata", Central Kolkata,Kolkata,3.8,1000
Wow! Momo,"Hati Bagan, North Kolkata", North Kolkata,Kolkata,3.4,400
The Orient,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,2000
Wow! China by Wow! Momo,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.3,500
Afraa Lounge,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,1800
"The Swig - Raajkutir, Swabhumi","Kankurgachhi, East Kolkata", East Kolkata,Kolkata,3.7,1200
Calcutta 4,"Shyambazar, North Kolkata", North Kolkata,Kolkata,4.5,200
Smooky Valentino,"Bara Bazar, North Kolkata", North Kolkata,Kolkata,3.0,500
Friday Release,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,1400
Scrapyard,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.3,1000
Sonar Tori,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,1200
Ping's Cafe Orient,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.4,1500
Mocambo,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.3,1000
Wow! Momo,"Chinsurah, North Kolkata", North Kolkata,Kolkata,5.0,400
Cafe Stadia,"Beliaghata, East Kolkata", East Kolkata,Kolkata,5.0,700
Wow! Momo,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.5,400
The Bengal Lounge,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,4.3,1200
The Salt House,"Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,4.3,2500
Sareens,"Salt Lake, East Kolkata", East Kolkata,Kolkata,5.0,500
Zero Lounge,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,4.4,1500
Please Don't Talk,"Ho Chi Minh Sarani, Central Kolkata", Central Kolkata,Kolkata,4.3,2000
Be Kebabii,"Entally, Central Kolkata", Central Kolkata,Kolkata,4.4,400
Port 15,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,1600
Kwality Restaurant,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.2,1300
Krazy For Chocolates,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,5.0,300
MANDALA - The Oriental Kitchen,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,1100
Rasam,"The Stadel,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.0,500
Chennai Square,"Broadway Mall,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,500
The Yellow Straw,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,4.3,300
Sabka Club,"Topsia, East Kolkata", East Kolkata,Kolkata,3.9,1000
First Innings,"The Stadel,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.0,1500
Blue & Beyond,"The Lindsay Kolkata,Dharmatala, Central Kolkata", Central Kolkata,Kolkata,3.9,2000
Monginis,"Tangra, East Kolkata", East Kolkata,Kolkata,4.4,200
Momo I Am,"RDB Boulevard,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.6,800
The Scoop,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,500
Orko'ss Restaurant & Lounge Bar,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.9,1500
Moti Mahal Delux,"Park Center Building,Park Street, Central Kolkata", Central Kolkata,Kolkata,4.4,1200
The Sugarr and Spice,"Salt Lake, East Kolkata", East Kolkata,Kolkata,5.0,300
Wow! Momo,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,400
Kaidi Kitchen,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.4,1600
Billions,"Topsia, East Kolkata", East Kolkata,Kolkata,4.4,2000
Mugs And Shots,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.0,1500
Dash of This and Dash of That,"City Centre 1,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,2000
Baker's Nest,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.0,800
Aaheli,"The Peerless Inn,Esplanade, Central Kolkata", Central Kolkata,Kolkata,4.4,2000
Piccadilly Square,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.4,800
SAZ- American Brasserie,"Fort Knox Mall,Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.2,1800
Shawarma Nation,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.9,700
Heka The Egyptian Lounge,"The Stadel,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.9,1200
Vintage Asia,"JW Marriott Hotel Kolkata,JBS Haldane Avenue, South Kolkata", South Kolkata,Kolkata,4.5,3100
What's In D Name,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.2,1700
La Macario Cafe,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.4,600
Nawwarah Dine Lounge & Sweets,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.2,1400
The Sugarr and Spice,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.0,300
JW Lounge,"JW Marriott Hotel Kolkata,JBS Haldane Avenue, South Kolkata", South Kolkata,Kolkata,4.6,2500
50 Shades,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.8,800
Krazzy for Waffle,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,400
Subway,"Lake Town, East Kolkata", East Kolkata,Kolkata,4.3,400
Wow! Momo,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.0,400
Hungry Hippo,"Lake Town, East Kolkata", East Kolkata,Kolkata,5.0,400
Zen,"The Park Hotel,Park Street, Central Kolkata", Central Kolkata,Kolkata,4.6,3500
The Irish House,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.4,1900
Bombay Brasserie,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.3,1500
Mainland China,"Silver Arcade,JBS Haldane Avenue, South Kolkata", South Kolkata,Kolkata,4.5,2000
Fire And Ice Pizzeria,"Kanak Building,Park Street, Central Kolkata", Central Kolkata,Kolkata,4.4,2000
Oceanic,"The Peerless Inn,Esplanade, Central Kolkata", Central Kolkata,Kolkata,3.3,2500
Kitchen 165,"Tangra, East Kolkata", East Kolkata,Kolkata,4.3,800
The Bhoj Company,"New Market, Central Kolkata", Central Kolkata,Kolkata,3.9,600
Kasturi Restaurant,"New Market, Central Kolkata", Central Kolkata,Kolkata,4.0,700
Aura,"The Sonnet Hotel,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.9,2300
Wow! Momo,"Lake Town, East Kolkata", East Kolkata,Kolkata,4.3,400
Aajisai,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.3,1900
Eaterniaa,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.6,600
Sanjha Chulha,"Park Circus, South Kolkata", South Kolkata,Kolkata,4.0,500
Five Mad Men,"BIPL Omega Building,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,2000
The Burger Factory,"Salt Lake, East Kolkata", East Kolkata,Kolkata,5.0,700
Food King,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.0,300
Chowman,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,900
Since 2016 Cafe,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.2,900
Awesome,"Salt Lake, East Kolkata", East Kolkata,Kolkata,2.9,600
Wow! Momo,"New Empire Cinema,New Market, Central Kolkata", Central Kolkata,Kolkata,3.9,400
Mugs And Shots,"Taltala, Central Kolkata", Central Kolkata,Kolkata,3.9,1000
Oh! Calcutta,"JBS Haldane Avenue, South Kolkata", South Kolkata,Kolkata,4.6,1800
Unwine,"The Sonnet Hotel,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.7,1800
Don Giovanni's,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,1200
Ego Retro Lounge,"The Peerless Inn,Esplanade, Central Kolkata", Central Kolkata,Kolkata,3.5,1500
Subway,"Park Mansion,Park Street, Central Kolkata", Central Kolkata,Kolkata,4.3,400
7 Days,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.5,400
Hit Wicket,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.8,1000
Tanngo Chutney,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.2,700
Yauatcha,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.6,2400
Ozora,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,4.1,2700
Aqua,"The Park Hotel,Park Street, Central Kolkata", Central Kolkata,Kolkata,4.1,3000
The London Nail Art & Cafe,"Lake Town, East Kolkata", East Kolkata,Kolkata,3.9,500
Asia! Asia! Asia! - Street BBQ & Buffet,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.7,900
Wow! Momo,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,3.8,400
Don Giovanni's,"Park Street, Central Kolkata", Central Kolkata,Kolkata,3.9,1200
Ilish Truly Bong Restaurant,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.2,1200
Serafina,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.3,2500
Wafira,"Ho Chi Minh Sarani, Central Kolkata", Central Kolkata,Kolkata,4.2,2000
The Accord,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.2,700
Wow! Momo,"Esplanade, Central Kolkata", Central Kolkata,Kolkata,2.8,400
Hotel Shivam Restaurant & Bar,"Hotel Shivam,Howrah, Howrah", Howrah,Kolkata,4.8,1000
Kung Pao ,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.1,800
Monkey Bar,"Fort Knox Mall,Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.4,1800
Hotel Sawood International,"Topsia, East Kolkata", East Kolkata,Kolkata,5.0,800
Moulin Rouge,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.1,1200
Waldorf,"Park Street, Central Kolkata", Central Kolkata,Kolkata,3.9,1000
Barbeque Nation,"RDB Boulevard,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.6,1500
Someplace Else,"The Park Hotel,Park Street, Central Kolkata", Central Kolkata,Kolkata,4.0,2300
Elahi Luxury Dining,"Park Circus, South Kolkata", South Kolkata,Kolkata,4.3,900
Roll It Out,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.1,300
WTF! - Where's The Food,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.6,500
Chai Break,"RDB Boulevard,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.2,1100
Meals 'O' Memories,"Bangur Avenue, 24 Parganas North", 24 Parganas North,Kolkata,4.5,300
The Country House,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.3,1000
Chowman,"Ho Chi Minh Sarani, Central Kolkata", Central Kolkata,Kolkata,4.6,900
Fumi Villa,"Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,4.7,600
Ralli's,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,5.0,200
Indigo Delicatessen,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.6,1800
The Street,"The Park Hotel,Park Street, Central Kolkata", Central Kolkata,Kolkata,3.8,1200
I Love Haldiram,"Russel Street, South Kolkata", South Kolkata,Kolkata,4.3,400
Magnolia,"Park Street, Central Kolkata", Central Kolkata,Kolkata,3.9,1200
The Coffee Bean & Tea Leaf,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.2,500
National Hotel & Restaurant,"Howrah, Howrah", Howrah,Kolkata,5.0,500
Chowman,"Sinthi, North Kolkata", North Kolkata,Kolkata,4.1,900
Aatithya,"Lake Town, East Kolkata", East Kolkata,Kolkata,3.7,500
Indies,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.3,1000
Q33,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.4,800
Casa Kitchen,"Casa Fortuna Hotel,AJC Bose Road, South Kolkata", South Kolkata,Kolkata,4.3,1200
Fast Bite,"Topsia, East Kolkata", East Kolkata,Kolkata,5.0,300
Krazy For Chocolates,"Howrah, Howrah", Howrah,Kolkata,3.9,300
Shisha - Bar Stock Exchange,"Westside Building,Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.3,1500
Unplugged Courtyard,"Park Street, Central Kolkata", Central Kolkata,Kolkata,4.1,2800
Double Down,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.6,1300
Raj Restaurant,"Howrah, Howrah", Howrah,Kolkata,4.1,300
Amour,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,4.2,1000
Kusum Rolls,"Karnani Mansion,Park Street, Central Kolkata", Central Kolkata,Kolkata,3.7,200
Riyasat e Hind Dhaba,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.4,1100
Belgian Waffle Junction,"Arihant Benchmark,Topsia, East Kolkata", East Kolkata,Kolkata,4.2,600
Kung Pao ,"Park Street, Central Kolkata", Central Kolkata,Kolkata,3.7,800
TFO - The Factory Outlet,"Westside Building,Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.3,1500
Mainland China,"Uniworth House,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.5,2000
Wow! Momo,"Howrah, Howrah", Howrah,Kolkata,3.5,400
China Town,"Howrah, Howrah", Howrah,Kolkata,5.0,800
Kebab-e-Que,"The Astor Kolkata,Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,4.3,1800
Aura - Sky Bar & Brewhouse,"Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,3.7,2200
Pub 13,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,3.8,1100
Scarlet,"Aauris,Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,4.2,1000
Don Giovanni's,"Beliaghata, East Kolkata", East Kolkata,Kolkata,3.7,1200
Rang De Basanti Dhaba,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.9,800
Skai Restaurant and Lounge,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.6,2500
Uddta Punjab Dhaba,"Salt Lake, East Kolkata", East Kolkata,Kolkata,2.9,800
Uddta Punjab Dhaba,"Park Mansion,Park Street, Central Kolkata", Central Kolkata,Kolkata,3.2,800
Terminal 11,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,1000
Mouchak,"Park Circus, South Kolkata", South Kolkata,Kolkata,5.0,200
Arhaam Rasoi,"Hotel Crestwood,Park Circus, South Kolkata", South Kolkata,Kolkata,3.5,600
The Fatty Bao,"Fort Knox Mall,Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.5,2000
Ice Cream Lab,"Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,4.5,600
Mintelaa,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.6,800
The Shake Factory,"Arihant Benchmark,Topsia, East Kolkata", East Kolkata,Kolkata,4.1,400
Chili's American Grill and Bar,"South City Mall,Jadavpur, South Kolkata", South Kolkata,Kolkata,4.5,1500
Santa's Fantasea,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,700
Cafe Mezzuna,"Forum Mall,Elgin Road, South Kolkata", South Kolkata,Kolkata,4.5,2200
The Hidden Kitchen,"Bangur Avenue, 24 Parganas North", 24 Parganas North,Kolkata,5.0,600
Krazy For Chocolates,"Bangur Avenue, 24 Parganas North", 24 Parganas North,Kolkata,4.4,300
BLU - Bistro & Bar,"Aauris,Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,4.1,1500
Floriana,"Park Street, Central Kolkata", Central Kolkata,Kolkata,3.6,1200
Raasta Cafe,"Howrah, Howrah", Howrah,Kolkata,3.4,300
The Green House,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,1000
Azad Hind Dhaba,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.7,800
ACS Chinese Flavour,"Wellesley, Central Kolkata", Central Kolkata,Kolkata,2.7,300
Fruitose,"Bangur Avenue, 24 Parganas North", 24 Parganas North,Kolkata,5.0,300
TGI Friday's,"Forum Mall,Elgin Road, South Kolkata", South Kolkata,Kolkata,4.4,2000
Deck 88,"The Astor Kolkata,Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,4.2,1500
One Bottle Down,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.0,1500
On The Way,"Topsia, East Kolkata", East Kolkata,Kolkata,4.2,1400
What's Your Flavour?,"Wellesley, Central Kolkata", Central Kolkata,Kolkata,2.8,400
Golden Spoon,"Park Street, Central Kolkata", Central Kolkata,Kolkata,3.4,700
Wow! Momo,"Lake Town, East Kolkata", East Kolkata,Kolkata,4.3,400
Anokha Baghicha,"Park Circus, South Kolkata", South Kolkata,Kolkata,3.5,700
Sam's Pub,"Park Street, Central Kolkata", Central Kolkata,Kolkata,3.4,1300
Taco Bell,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,4.7,500
Fries Before Guys,"Arihant Benchmark,Topsia, East Kolkata", East Kolkata,Kolkata,3.6,300
Ciel Cafe and Diner,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.9,700
Ganesh Pav Bhaji,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.8,200
Barbeque Nation,"Diamond Plaza Mall,Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,4.5,1500
The City Wok,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.7,500
The Gupta's,"Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,4.2,500
Krazy For Chocolates,"Minto Park, South Kolkata", South Kolkata,Kolkata,5.0,300
Buddha Bites,"Lake Town, East Kolkata", East Kolkata,Kolkata,3.7,1000
Wow! Momo,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,3.7,400
Junglee Cafe,"AJC Bose Road, South Kolkata", South Kolkata,Kolkata,3.8,500
Pind Punjabi Dhaba,"Bangur Avenue, 24 Parganas North", 24 Parganas North,Kolkata,4.0,700
Pool Cafe,"Howrah, Howrah", Howrah,Kolkata,5.0,600
Rendezvous,"Hotel Monotel,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,1300
The Burger Factory,"Park Street, Central Kolkata", Central Kolkata,Kolkata,2.7,700
The Rouge,"AJC Bose Road, South Kolkata", South Kolkata,Kolkata,4.3,400
Arun Tea Stall,"Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,4.0,300
Darao Pathik Bor,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,4.3,800
Puffs N Bites,"Regency Building,Shakespeare Sarani, Central Kolkata", Central Kolkata,Kolkata,4.1,1100
Cafe Connect,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.3,600
Wow! Momo,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,3.4,400
SGF,"Lake Town, East Kolkata", East Kolkata,Kolkata,3.7,500
10 Downing Street,"PS Srijan Corporate Park,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,1600
Tram Deepo,"Ballygunge, South Kolkata", South Kolkata,Kolkata,3.8,1400
The Brewhive,"PS Srijan Corporate Park,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,1400
Royal China Restaurant & Lounge,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.8,2000
Uddta Punjab Dhaba,"Tangra, East Kolkata", East Kolkata,Kolkata,2.5,800
Piccadilly Square,"Centre Point,B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,4.3,800
Sai Jalpan Junction,"Lake Town, East Kolkata", East Kolkata,Kolkata,3.0,200
Zucca Lounge,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.0,1000
Oh! Calcutta,"Forum Mall,Elgin Road, South Kolkata", South Kolkata,Kolkata,4.4,1800
Mintelaa,"Minto Park, South Kolkata", South Kolkata,Kolkata,4.3,800
Tit Bits,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,4.9,600
Hoppipola,"Infinity Benchmark,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.6,1800
Sly Fox Gastro Club,"Globsyn Crystals Building,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,1500
Wow! Momo,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.1,400
Rasna Buzz,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,4.8,300
Koyla Cafe Lounge,"Ballygunge, South Kolkata", South Kolkata,Kolkata,3.7,800
Rajnigandha Bar,"Park Street, Central Kolkata", Central Kolkata,Kolkata,2.1,1000
I Love Haldiram,"Camac Street, Central Kolkata", Central Kolkata,Kolkata,4.0,400
Aminia,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,3.8,700
Adil Biryani Restaurant,"Park Circus, South Kolkata", South Kolkata,Kolkata,3.0,400
Deli Cravings,"Minto Park, South Kolkata", South Kolkata,Kolkata,3.7,800
I Love Haldiram,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.4,400
Red Kitchen and Lounge,"Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,4.4,900
Cloud Tavern,"Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,5.0,600
Rang De Basanti Dhaba,"Diamond Plaza Mall,Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,3.9,800
WTF! - Where's The Food,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,4.1,500
Chinese Quisine Restaurant,"Lake Town, East Kolkata", East Kolkata,Kolkata,1.6,600
Icy Fusion,"Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,4.5,300
The Bhoj Company,"PS Srijan Corporate Park,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,600
Hakka Bakka,"Tiljala, South Kolkata", South Kolkata,Kolkata,5.0,500
The Canister Cafe,"AMP Vaisaakkhi Mall,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.2,200
Chili's American Grill and Bar,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,4.2,1500
Subway,"FMC Fortuna Building,AJC Bose Road, South Kolkata", South Kolkata,Kolkata,4.5,400
Galouti,"Salt Lake, East Kolkata", East Kolkata,Kolkata,1.0,500
Arun Tea Stall,"Park Street, Central Kolkata", Central Kolkata,Kolkata,3.0,300
Kalash,"Hotel Hindusthan International,AJC Bose Road, South Kolkata", South Kolkata,Kolkata,4.1,2600
Cafe Connect,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.3,600
Wow! Momo,"AJC Bose Road, South Kolkata", South Kolkata,Kolkata,3.9,400
Jaisalmer Sonar Kella,"Globsyn Crystals Building,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.9,1800
Mythh,"Hotel Hindusthan International,AJC Bose Road, South Kolkata", South Kolkata,Kolkata,4.1,3000
Wow! Momo,"SDF Buliding,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.5,400
11 To 11 Tastebusterzz,"Diamond Plaza Mall,Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,3.9,1200
Raize The Bar,"Godrej Waterside,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,2000
To Die For,"Ballygunge, South Kolkata", South Kolkata,Kolkata,3.9,1000
Monginis,"Diamond Plaza Mall,Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,4.1,200
The Flaming Bowl,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,4.5,1000
Pepper Chino,"The Samilton Hotel,Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,4.3,1600
Hatari,"Rashbehari Avenue, South Kolkata", South Kolkata,Kolkata,4.5,1000
6 Ballygunge Place,"Globsyn Crystals Building,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,800
The Shake Factory,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.8,400
7/12 Fried Ice Cream Parlour,"Forum Rangoli Mall,Howrah, Howrah", Howrah,Kolkata,4.8,400
Red Hot Chilli Pepper,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.2,2000
Pour House,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.2,1500
Fung Fa,"Tangra, East Kolkata", East Kolkata,Kolkata,1.9,1000
Red Xpress,"Bengal Intelligent Park Limited ,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.2,1600
Belgian Waffle Junction,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.6,600
Fries Before Guys,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.6,300
Eighty8+ Cafe,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.1,800
Starstruck,"Forum Mall,Elgin Road, South Kolkata", South Kolkata,Kolkata,3.9,1500
Rooftop Top View,"Elgin Road, South Kolkata", South Kolkata,Kolkata,3.6,500
The Sugarr and Spice,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,4.0,300
Bakstage,"Insignia Tower,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,1700
Ocean Grill,"Infinity Benchmark,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.7,1500
Levels-  The Club,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.3,1500
Tyre Patty,"Elgin Road, South Kolkata", South Kolkata,Kolkata,4.2,1000
Chowman,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.5,900
35 Bar N Lounge,"The Samilton Hotel,Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,4.4,1200
Indus Pizza,"Kestopur, 24 Parganas North", 24 Parganas North,Kolkata,3.6,500
Wow! Momo,"Upohar Town Centre,Liluah, Howrah", Howrah,Kolkata,4.3,400
Privy Ultra Lounge,"Forum Mall,Elgin Road, South Kolkata", South Kolkata,Kolkata,3.6,1700
Liquid Kitty,"PS Srijan Corporate Park,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.5,1400
